Município;Estado;Apólices contratadas;Total de Importância segurada (R$ mil);Total de Subvenção (R$ mil);Apólices indenizadas;índice de sinistralidade;grupo;grupo5;mun;uf;;;
Torres;Rio Grande do Sul;29;4381185;47065,2;2;0,738569295;0;3;4321501;43;;;
Torrinhas;-;1;170618,8;5621,2;1;7,149276314;0;3;0;-;;;
Tramandaí;Rio Grande do Sul;1;1519500;16220,7;0;0;0;3;4321600;43;;;
Trindade do Sul;Rio Grande do Sul;17;3304726,8;128432,6;5;0,865337395;0;3;4321956;43;;;
Triunfo;Rio Grande do Sul;25;11197997,9;119221;10;4,736387377;3;1;4322004;43;;;
Três Arroios;Rio Grande do Sul;3;81976,8;2965;0;0;0;3;4321634;43;;;
Três Barras;Santa Catarina;19;1500362,1;27981,7;0;0;0;3;4218301;42;;;
Três Barras do Paraná;Paraná;23;1572482;80445;4;0,227011637;0;3;4127858;41;;;
Três Palmeiras;Rio Grande do Sul;7;900816,6;33306,4;3;0,17213603;0;3;4321857;43;;;
Três Passos;Rio Grande do Sul;11;377344,2;18985,7;0;0;0;3;4321907;43;;;
Três de Maio;Rio Grande do Sul;26;1317855,9;34881,3;12;0,669639889;0;3;4321808;43;;;
Tubarão;Santa Catarina;4;1910655,8;26824,7;0;0;0;3;4218707;42;;;
Tuiuti;-;11;1062812,3;28570,7;6;2,871804443;0;3;0;-;;;
Tunas;Rio Grande do Sul;1;361479,9;13745,3;0;0;0;3;4322152;43;;;
Tunas do Paraná;Paraná;1;5400000;24000;0;0;0;3;4127882;41;;;
Tuneiras do Oeste;Paraná;66;13401535,4;390552,2;40;2,113632161;3;1;4127908;41;;;
Tupanci do Sul;Rio Grande do Sul;7;506198,2;10121,4;0;0;0;3;4322186;43;;;
Tupanciretã;Rio Grande do Sul;111;33941645,2;1196624,2;19;0,260004611;1;4;4322202;43;;;
Tuparendi;Rio Grande do Sul;6;588268;29457,2;2;0,08232636;0;3;4322301;43;;;
Tupãssi;Paraná;162;18268072;660156;33;0,897373158;3;4;4127957;41;;;
Turuçu;Rio Grande do Sul;4;404320,5;16781,1;0;0;0;3;4322327;43;;;
Turvo;Paraná;172;24870257,3;363357,8;20;0,308370382;3;4;4127965;41;;;
Ubiratã;Paraná;304;35379505,8;1521443,8;93;0,971598105;1;4;4128005;41;;;
Ubiretama;Rio Grande do Sul;1;7812;597,6;0;0;0;3;4322343;43;;;
Umuarama;Paraná;4;772662,1;29144,3;3;3,912051126;0;3;4128104;41;;;
Uniflor;Paraná;50;5719786;212757,2;28;2,21334317;0;1;4128302;41;;;
Unistalda;Rio Grande do Sul;6;2963684,1;114568,3;1;0,295252547;0;3;4322376;43;;;
União da Serra;Rio Grande do Sul;2;81900,4;3954;0;0;0;3;4322350;43;;;
União da Vitória;Paraná;6;669588,3;13388,7;0;0;0;3;4128203;41;;;
União do Oeste;Santa Catarina;4;142133,3;4891,1;0;0;0;3;4218855;42;;;
Uraí;Paraná;136;9152381,6;396027,9;48;1,208085906;0;1;4128401;41;;;
Urubici;Santa Catarina;65;12545566,6;735255,9;9;0,581458777;3;1;4218905;42;;;
Uruguaiana;Rio Grande do Sul;51;25164636;449878,4;10;2,585712783;3;4;4322400;43;;;
Urupema;Santa Catarina;58;8199103,7;631546,3;25;0,939824407;0;1;4218954;42;;;
Vacaria;Rio Grande do Sul;239;180919573,7;8297878,9;11;0,048677398;2;2;4322509;43;;;
Vale Real;Rio Grande do Sul;22;1275136,2;30671,3;0;0;0;3;4322541;43;;;
Vale Verde;Rio Grande do Sul;13;2723615,6;78588,9;1;0,010268465;0;3;4322525;43;;;
Vale dos Vinhedos;-;8;1377795,9;49195,5;1;0,016851851;0;3;0;-;;;
Vanini;Rio Grande do Sul;10;483912,9;17082,9;4;0,875607841;0;3;4322558;43;;;
Vargem;Santa Catarina;5;1436627,5;18517,6;0;0;0;3;4219150;42;;;
Vargeão;Santa Catarina;1;42598,8;1521,1;0;0;0;3;4219101;42;;;
Ventania;Paraná;33;10105268,1;262832,3;5;1,189465189;3;1;4128534;41;;;
Venâncio Aires;Rio Grande do Sul;10;1429931,6;17848,2;0;0;0;3;4322608;43;;;
Vera Cruz;Rio Grande do Sul;1;122850;2346,1;0;0;0;3;4322707;43;;;
Vera Cruz do Oeste;Paraná;116;12361654,2;510916,5;26;0,932376947;3;1;4128559;41;;;
Veranópolis;Rio Grande do Sul;153;13006198,3;427823,2;21;0,407523105;3;1;4322806;43;;;
Verê;Paraná;6;1804243,2;38006,8;0;0;0;3;4128609;41;;;
Vespasiano Correa;-;16;751734,2;25015,6;2;0,08789319;0;3;0;-;;;
Viamão;Rio Grande do Sul;14;4151038,6;64627,5;1;0,814408664;0;3;4323002;43;;;
Victor Graeff;Rio Grande do Sul;79;8800327,7;270523,2;23;0,25076403;0;1;4323200;43;;;
Vidal Ramos;Santa Catarina;64;7622398,1;302465,7;10;0,365352025;0;1;4219200;42;;;
Videira;Santa Catarina;106;6312519,2;439038,5;20;0,28882543;0;1;4219309;42;;;
Vila Flores;Rio Grande do Sul;18;1948475,9;60276,9;0;0;0;3;4323309;43;;;
Vila Ipiranga;-;6;511140,8;28972,9;1;0,154743174;0;3;0;-;;;
Vila Lângaro;Rio Grande do Sul;6;324013,6;12605,6;1;0,091640318;0;3;4323358;43;;;
Vila Maria;Rio Grande do Sul;5;432151,2;15164,4;2;0,287284443;0;3;4323408;43;;;
Vila Nova;-;2;175724,1;10279,9;1;0,646731541;0;3;0;-;;;
Vila Nova do Sul;Rio Grande do Sul;13;2452814,8;80021,2;0;0;0;3;4323457;43;;;
Vila Oliva;-;31;8713088,8;544740,1;8;0,841893721;0;1;0;-;;;
Vila Seca;-;13;1386870,2;69654,9;0;0;0;3;0;-;;;
Virmond;Paraná;10;575025,7;16248,7;1;0,349979971;0;3;4128658;41;;;
Vista Alegre do Prata;Rio Grande do Sul;1;90000;2931,4;0;0;0;3;4323606;43;;;
Vitor Meireles;Santa Catarina;2;59100;3380,2;0;0;0;3;4219358;42;;;
Vitorino;Paraná;21;1970431,4;73976,3;8;1,680578451;0;3;4128708;41;;;
Vitória das Missões;Rio Grande do Sul;1;324544;11116,6;0;0;0;3;4323754;43;;;
Várzea;-;1;40000;3132;0;0;0;3;0;-;;;
Warta;-;1;51490;2978,5;1;6,954418408;0;3;0;-;;;
Wenceslau Braz;Paraná;37;4666409,7;123253,2;6;0,158720952;0;3;4128500;41;;;
Xangri-Lá;Rio Grande do Sul;1;575000;6138,1;0;0;0;3;4323804;43;;;
Xanxerê;Santa Catarina;25;4052906,6;119643,2;0;0;0;3;4219507;42;;;
Xaxim;Santa Catarina;6;282992,1;14042,3;0;0;0;3;4219705;42;;;
Zortéa;Santa Catarina;9;1090090;9468,9;0;0;0;3;4219853;42;;;
Água Boa;-;1;39600;876,7;0;0;0;3;0;-;;;
Água Doce;Santa Catarina;18;11394245,2;490987,6;4;0,284359015;3;1;4200408;42;;;
Água Santa;Rio Grande do Sul;6;781111,5;14238,6;2;0,443305042;0;3;4300059;43;;;
Águas Claras;-;3;1927326,4;23757,8;0;0;0;3;0;-;;;
Áurea;Rio Grande do Sul;2;80967,8;2914,8;0;0;0;3;4301552;43;;;
Ângulo;Paraná;96;9271481,4;369535,8;39;1,496140038;3;1;4101150;41;;;
